household_id,timestamp,consumption_kwh
H003,2025-09-11 21:00,0.84
H003,2025-09-11 22:00,1.37
H003,2025-09-11 23:00,1.74
H004,2025-09-11 00:00,0.91
H004,2025-09-11 01:00,2.3
H004,2025-09-11 02:00,1.5
H004,2025-09-11 03:00,1.19
H004,2025-09-11 04:00,1.99
H004,2025-09-11 05:00,1.35
H004,2025-09-11 06:00,2.01
H004,2025-09-11 07:00,1.55
H004,2025-09-11 08:00,1.45
H004,2025-09-11 09:00,2.45
H004,2025-09-11 10:00,1.29
H004,2025-09-11 11:00,1.74
H004,2025-09-11 12:00,0.77
H004,2025-09-11 13:00,0.52
H004,2025-09-11 14:00,2.01
H004,2025-09-11 15:00,0.6
H004,2025-09-11 16:00,1.42
H004,2025-09-11 17:00,2.29
H004,2025-09-11 18:00,1.64
H004,2025-09-11 19:00,2.45
H004,2025-09-11 20:00,2.42
H004,2025-09-11 21:00,0.9
H004,2025-09-11 22:00,1.69
H004,2025-09-11 23:00,1.21
H005,2025-09-11 00:00,0.76
H005,2025-09-11 01:00,0.65
H005,2025-09-11 02:00,1.57
H005,2025-09-11 03:00,0.69
H005,2025-09-11 04:00,2.06
H005,2025-09-11 05:00,1.08
H005,2025-09-11 06:00,1.91
H005,2025-09-11 07:00,1.36
H005,2025-09-11 08:00,1.6
H005,2025-09-11 09:00,1.64
H005,2025-09-11 10:00,2.29
H005,2025-09-11 11:00,2.34
H005,2025-09-11 12:00,1.81
H005,2025-09-11 13:00,0.97
H005,2025-09-11 14:00,0.56
H005,2025-09-11 15:00,0.71
H005,2025-09-11 16:00,0.97
H005,2025-09-11 17:00,1.13
H005,2025-09-11 18:00,1.77
H005,2025-09-11 19:00,2.43
H005,2025-09-11 20:00,1.01
H005,2025-09-11 21:00,
H005,2025-09-11 22:00,1.78
H005,2025-09-11 23:00,1.19
H006,2025-09-11 00:00,2.35
H006,2025-09-11 01:00,1.53
H006,2025-09-11 02:00,0.95
H006,2025-09-11 03:00,1.42
H006,2025-09-11 04:00,1.32
H006,2025-09-11 05:00,0.84
H006,2025-09-11 06:00,1.78
H006,2025-09-11 07:00,1.34
H006,2025-09-11 08:00,0.92
H006,2025-09-11 09:00,2.01
H006,2025-09-11 10:00,0.76
H006,2025-09-11 11:00,1.96
H006,2025-09-11 12:00,
H006,2025-09-11 13:00,2.41
H006,2025-09-11 14:00,1.88
H006,2025-09-11 15:00,0.73
H006,2025-09-11 16:00,2.14
H006,2025-09-11 17:00,1.75
H006,2025-09-11 18:00,2.45
H006,2025-09-11 19:00,
H006,2025-09-11 20:00,1.2
H006,2025-09-11 21:00,2.37
H006,2025-09-11 22:00,1.98
H006,2025-09-11 23:00,1.59
H007,2025-09-11 00:00,2.46
H007,2025-09-11 01:00,1.43
H007,2025-09-11 02:00,1.39
H007,2025-09-11 03:00,1.81
H007,2025-09-11 04:00,1.84
H007,2025-09-11 05:00,0.65
H007,2025-09-11 06:00,1.52
H007,2025-09-11 07:00,1.98
H007,2025-09-11 08:00,1.03
H007,2025-09-11 09:00,
H007,2025-09-11 10:00,0.62
H007,2025-09-11 11:00,0.59
H007,2025-09-11 12:00,1.69
H007,2025-09-11 13:00,1.24
H007,2025-09-11 14:00,2.29
H007,2025-09-11 15:00,1.81
H007,2025-09-11 16:00,1.44
H007,2025-09-11 17:00,0.91
H007,2025-09-11 18:00,0.74
H007,2025-09-11 19:00,1.82
H007,2025-09-11 20:00,1.4
H007,2025-09-11 21:00,1.91
H007,2025-09-11 22:00,1.86
H007,2025-09-11 23:00,1.45
H008,2025-09-11 00:00,2.41
H008,2025-09-11 01:00,1.25
H008,2025-09-11 02:00,0.98
H008,2025-09-11 03:00,2.47
H008,2025-09-11 04:00,2.1
H008,2025-09-11 05:00,0.91
H008,2025-09-11 06:00,2.16
H008,2025-09-11 07:00,1.91
H008,2025-09-11 08:00,1.61
H008,2025-09-11 09:00,0.54
H008,2025-09-11 10:00,1.85
H008,2025-09-11 11:00,2.09
H008,2025-09-11 12:00,2.01
H008,2025-09-11 13:00,0.66
H008,2025-09-11 14:00,1.84
H008,2025-09-11 15:00,1.38
H008,2025-09-11 16:00,1.98
H008,2025-09-11 17:00,1.68
H008,2025-09-11 18:00,0.9
H008,2025-09-11 19:00,1.07
H008,2025-09-11 20:00,1.8
H008,2025-09-11 21:00,2.1
H008,2025-09-11 22:00,2.44
H008,2025-09-11 23:00,0.64
H009,2025-09-11 00:00,0.81
H009,2025-09-11 01:00,0.75
H009,2025-09-11 02:00,2.39
H009,2025-09-11 03:00,1.37
H009,2025-09-11 04:00,1.57
H009,2025-09-11 05:00,0.55
H009,2025-09-11 06:00,
H009,2025-09-11 07:00,1.68
H009,2025-09-11 08:00,1.9
H009,2025-09-11 09:00,
H009,2025-09-11 10:00,
H009,2025-09-11 11:00,1.8
H009,2025-09-11 12:00,2.18
H009,2025-09-11 13:00,2.2
H009,2025-09-11 14:00,1.54
H009,2025-09-11 15:00,1.19
H009,2025-09-11 16:00,
H009,2025-09-11 17:00,1.27
H009,2025-09-11 18:00,1.6
H009,2025-09-11 19:00,1.3
H009,2025-09-11 20:00,1.89
H009,2025-09-11 21:00,2.46
H009,2025-09-11 22:00,1.14
H009,2025-09-11 23:00,
H010,2025-09-11 00:00,0.9
H010,2025-09-11 01:00,0.68
H010,2025-09-11 02:00,2.4
H010,2025-09-11 03:00,1.45
H010,2025-09-11 04:00,1.07
H010,2025-09-11 05:00,1.07
H010,2025-09-11 06:00,0.76
H010,2025-09-11 07:00,0.89
H010,2025-09-11 08:00,1.98
H010,2025-09-11 09:00,0.98
H010,2025-09-11 10:00,0.68
H010,2025-09-11 11:00,1.19
H010,2025-09-11 12:00,
H010,2025-09-11 13:00,2.19
H010,2025-09-11 14:00,1.16
H010,2025-09-11 15:00,1.5
H010,2025-09-11 16:00,1.85
H010,2025-09-11 17:00,1.19
H010,2025-09-11 18:00,1.98
H010,2025-09-11 19:00,2.08
H010,2025-09-11 20:00,1.48
H010,2025-09-11 21:00,1.97
H010,2025-09-11 22:00,1.28
H010,2025-09-11 23:00,0.95
