household_id,timestamp,consumption_kwh
H009,2025-09-11 06:00,1.09
H009,2025-09-11 07:00,1.14
H009,2025-09-11 08:00,1.68
H009,2025-09-11 09:00,1.8
H009,2025-09-11 10:00,2.29
H009,2025-09-11 11:00,0.7
H009,2025-09-11 12:00,1.47
H009,2025-09-11 13:00,1.17
H009,2025-09-11 14:00,1.45
H009,2025-09-11 15:00,1.5
H009,2025-09-11 16:00,1.0
H009,2025-09-11 17:00,0.9
H009,2025-09-11 18:00,2.02
H009,2025-09-11 19:00,1.07
H009,2025-09-11 20:00,0.95
H009,2025-09-11 21:00,1.49
H009,2025-09-11 22:00,1.3
H009,2025-09-11 23:00,2.14
H010,2025-09-11 00:00,1.69
H010,2025-09-11 01:00,1.36
H010,2025-09-11 02:00,0.89
H010,2025-09-11 03:00,0.86
H010,2025-09-11 04:00,1.03
H010,2025-09-11 05:00,1.87
H010,2025-09-11 06:00,1.7
H010,2025-09-11 07:00,2.09
H010,2025-09-11 08:00,0.88
H010,2025-09-11 09:00,0.8
H010,2025-09-11 10:00,1.18
H010,2025-09-11 11:00,1.83
H010,2025-09-11 12:00,1.86
H010,2025-09-11 13:00,2.3
H010,2025-09-11 14:00,2.17
H010,2025-09-11 15:00,1.25
H010,2025-09-11 16:00,2.48
H010,2025-09-11 17:00,0.88
H010,2025-09-11 18:00,1.79
H010,2025-09-11 19:00,0.72
H010,2025-09-11 20:00,2.09
H010,2025-09-11 21:00,1.19
H010,2025-09-11 22:00,1.06
H010,2025-09-11 23:00,1.38
