household_id,timestamp,consumption_kwh
H007,2025-09-10 12:00,2.13
H007,2025-09-10 13:00,0.59
H007,2025-09-10 14:00,2.19
H007,2025-09-10 15:00,2.43
H007,2025-09-10 16:00,2.25
H007,2025-09-10 17:00,1.17
H007,2025-09-10 18:00,
H007,2025-09-10 19:00,2.3
H007,2025-09-10 20:00,0.76
H007,2025-09-10 21:00,0.66
H007,2025-09-10 22:00,0.93
H007,2025-09-10 23:00,0.93
H008,2025-09-10 00:00,1.23
H008,2025-09-10 01:00,0.67
H008,2025-09-10 02:00,2.23
H008,2025-09-10 03:00,2.5
H008,2025-09-10 04:00,1.02
H008,2025-09-10 05:00,
H008,2025-09-10 06:00,1.06
H008,2025-09-10 07:00,2.07
H008,2025-09-10 08:00,1.39
H008,2025-09-10 09:00,1.12
H008,2025-09-10 10:00,0.84
H008,2025-09-10 11:00,1.93
H008,2025-09-10 12:00,2.14
H008,2025-09-10 13:00,1.91
H008,2025-09-10 14:00,1.55
H008,2025-09-10 15:00,1.62
H008,2025-09-10 16:00,1.71
H008,2025-09-10 17:00,1.22
H008,2025-09-10 18:00,2.3
H008,2025-09-10 19:00,
H008,2025-09-10 20:00,0.64
H008,2025-09-10 21:00,1.18
H008,2025-09-10 22:00,2.41
H008,2025-09-10 23:00,1.85
H009,2025-09-10 00:00,1.14
H009,2025-09-10 01:00,0.67
H009,2025-09-10 02:00,2.41
H009,2025-09-10 03:00,1.07
H009,2025-09-10 04:00,0.71
H009,2025-09-10 05:00,1.65
H009,2025-09-10 06:00,1.69
H009,2025-09-10 07:00,0.57
H009,2025-09-10 08:00,0.75
H009,2025-09-10 09:00,1.39
H009,2025-09-10 10:00,0.6
H009,2025-09-10 11:00,
H009,2025-09-10 12:00,1.5
H009,2025-09-10 13:00,1.74
H009,2025-09-10 14:00,1.49
H009,2025-09-10 15:00,2.07
H009,2025-09-10 16:00,1.7
H009,2025-09-10 17:00,1.84
H009,2025-09-10 18:00,2.47
H009,2025-09-10 19:00,0.64
H009,2025-09-10 20:00,1.21
H009,2025-09-10 21:00,0.66
H009,2025-09-10 22:00,1.47
H009,2025-09-10 23:00,0.85
H010,2025-09-10 00:00,1.75
H010,2025-09-10 01:00,2.01
H010,2025-09-10 02:00,0.84
H010,2025-09-10 03:00,
H010,2025-09-10 04:00,1.1
H010,2025-09-10 05:00,1.63
H010,2025-09-10 06:00,0.6
H010,2025-09-10 07:00,1.78
H010,2025-09-10 08:00,1.73
H010,2025-09-10 09:00,0.8
H010,2025-09-10 10:00,2.08
H010,2025-09-10 11:00,2.36
H010,2025-09-10 12:00,1.97
H010,2025-09-10 13:00,1.76
H010,2025-09-10 14:00,1.4
H010,2025-09-10 15:00,1.54
H010,2025-09-10 16:00,0.56
H010,2025-09-10 17:00,2.14
H010,2025-09-10 18:00,1.42
H010,2025-09-10 19:00,1.81
H010,2025-09-10 20:00,1.06
H010,2025-09-10 21:00,1.03
H010,2025-09-10 22:00,2.41
H010,2025-09-10 23:00,1.44
