household_id,timestamp,consumption_kwh
H003,2025-09-11 16:00,1.19
H003,2025-09-11 17:00,0.58
H003,2025-09-11 18:00,2.26
H003,2025-09-11 19:00,1.55
H003,2025-09-11 20:00,1.27
H003,2025-09-11 21:00,2.3
H003,2025-09-11 22:00,1.21
H003,2025-09-11 23:00,2.2
H004,2025-09-11 00:00,1.78
H004,2025-09-11 01:00,0.93
H004,2025-09-11 02:00,2.41
H004,2025-09-11 03:00,0.79
H004,2025-09-11 04:00,1.28
H004,2025-09-11 05:00,1.12
H004,2025-09-11 06:00,0.96
H004,2025-09-11 07:00,0.79
H004,2025-09-11 08:00,1.99
H004,2025-09-11 09:00,1.41
H004,2025-09-11 10:00,1.41
H004,2025-09-11 11:00,1.62
H004,2025-09-11 12:00,
H004,2025-09-11 13:00,2.26
H004,2025-09-11 14:00,0.82
H004,2025-09-11 15:00,0.58
H004,2025-09-11 16:00,0.67
H004,2025-09-11 17:00,1.27
H004,2025-09-11 18:00,1.03
H004,2025-09-11 19:00,0.69
H004,2025-09-11 20:00,1.24
H004,2025-09-11 21:00,1.52
H004,2025-09-11 22:00,2.25
H004,2025-09-11 23:00,2.25
H005,2025-09-11 00:00,1.35
H005,2025-09-11 01:00,1.73
H005,2025-09-11 02:00,1.5
H005,2025-09-11 03:00,1.72
H005,2025-09-11 04:00,
H005,2025-09-11 05:00,1.33
H005,2025-09-11 06:00,
H005,2025-09-11 07:00,1.85
H005,2025-09-11 08:00,1.47
H005,2025-09-11 09:00,2.39
H005,2025-09-11 10:00,1.58
H005,2025-09-11 11:00,1.75
H005,2025-09-11 12:00,2.0
H005,2025-09-11 13:00,1.51
H005,2025-09-11 14:00,0.71
H005,2025-09-11 15:00,0.76
H005,2025-09-11 16:00,1.01
H005,2025-09-11 17:00,1.36
H005,2025-09-11 18:00,1.34
H005,2025-09-11 19:00,1.24
H005,2025-09-11 20:00,2.0
H005,2025-09-11 21:00,1.16
H005,2025-09-11 22:00,1.0
H005,2025-09-11 23:00,1.42
H006,2025-09-11 00:00,2.34
H006,2025-09-11 01:00,1.22
H006,2025-09-11 02:00,2.38
H006,2025-09-11 03:00,1.83
H006,2025-09-11 04:00,1.18
H006,2025-09-11 05:00,1.2
H006,2025-09-11 06:00,1.92
H006,2025-09-11 07:00,1.2
H006,2025-09-11 08:00,1.39
H006,2025-09-11 09:00,2.13
H006,2025-09-11 10:00,1.68
H006,2025-09-11 11:00,0.9
H006,2025-09-11 12:00,2.49
H006,2025-09-11 13:00,1.66
H006,2025-09-11 14:00,2.31
H006,2025-09-11 15:00,2.34
H006,2025-09-11 16:00,1.3
H006,2025-09-11 17:00,1.52
H006,2025-09-11 18:00,2.03
H006,2025-09-11 19:00,
H006,2025-09-11 20:00,2.49
H006,2025-09-11 21:00,1.01
H006,2025-09-11 22:00,2.05
H006,2025-09-11 23:00,0.96
H007,2025-09-11 00:00,2.45
H007,2025-09-11 01:00,1.22
H007,2025-09-11 02:00,0.54
H007,2025-09-11 03:00,0.93
H007,2025-09-11 04:00,2.44
H007,2025-09-11 05:00,0.64
H007,2025-09-11 06:00,2.45
H007,2025-09-11 07:00,1.48
H007,2025-09-11 08:00,1.52
H007,2025-09-11 09:00,1.09
H007,2025-09-11 10:00,2.19
H007,2025-09-11 11:00,1.4
H007,2025-09-11 12:00,2.28
H007,2025-09-11 13:00,1.03
H007,2025-09-11 14:00,1.14
H007,2025-09-11 15:00,2.32
H007,2025-09-11 16:00,0.68
H007,2025-09-11 17:00,1.07
H007,2025-09-11 18:00,1.46
H007,2025-09-11 19:00,0.73
H007,2025-09-11 20:00,1.21
H007,2025-09-11 21:00,0.67
H007,2025-09-11 22:00,1.38
H007,2025-09-11 23:00,1.85
H008,2025-09-11 00:00,1.01
H008,2025-09-11 01:00,1.84
H008,2025-09-11 02:00,1.25
H008,2025-09-11 03:00,0.67
H008,2025-09-11 04:00,0.75
H008,2025-09-11 05:00,
H008,2025-09-11 06:00,0.86
H008,2025-09-11 07:00,2.07
H008,2025-09-11 08:00,0.64
H008,2025-09-11 09:00,
H008,2025-09-11 10:00,1.55
H008,2025-09-11 11:00,1.24
H008,2025-09-11 12:00,1.26
H008,2025-09-11 13:00,1.61
H008,2025-09-11 14:00,0.9
H008,2025-09-11 15:00,0.51
H008,2025-09-11 16:00,1.77
H008,2025-09-11 17:00,0.59
H008,2025-09-11 18:00,0.74
H008,2025-09-11 19:00,1.65
H008,2025-09-11 20:00,1.42
H008,2025-09-11 21:00,2.41
H008,2025-09-11 22:00,2.17
H008,2025-09-11 23:00,0.6
H009,2025-09-11 00:00,1.46
H009,2025-09-11 01:00,2.35
H009,2025-09-11 02:00,2.48
H009,2025-09-11 03:00,1.44
H009,2025-09-11 04:00,0.6
H009,2025-09-11 05:00,1.13
H009,2025-09-11 06:00,1.26
H009,2025-09-11 07:00,2.1
H009,2025-09-11 08:00,1.68
H009,2025-09-11 09:00,0.75
H009,2025-09-11 10:00,1.92
H009,2025-09-11 11:00,1.78
H009,2025-09-11 12:00,0.94
H009,2025-09-11 13:00,1.53
H009,2025-09-11 14:00,0.55
H009,2025-09-11 15:00,0.66
H009,2025-09-11 16:00,1.57
H009,2025-09-11 17:00,0.64
H009,2025-09-11 18:00,
H009,2025-09-11 19:00,1.65
H009,2025-09-11 20:00,2.18
H009,2025-09-11 21:00,1.54
H009,2025-09-11 22:00,
H009,2025-09-11 23:00,
H010,2025-09-11 00:00,1.37
H010,2025-09-11 01:00,1.37
H010,2025-09-11 02:00,2.26
H010,2025-09-11 03:00,1.18
H010,2025-09-11 04:00,0.93
H010,2025-09-11 05:00,2.34
H010,2025-09-11 06:00,1.75
H010,2025-09-11 07:00,1.03
H010,2025-09-11 08:00,1.19
H010,2025-09-11 09:00,1.09
H010,2025-09-11 10:00,1.37
H010,2025-09-11 11:00,1.93
H010,2025-09-11 12:00,0.55
H010,2025-09-11 13:00,
H010,2025-09-11 14:00,1.94
H010,2025-09-11 15:00,1.16
H010,2025-09-11 16:00,0.7
H010,2025-09-11 17:00,1.15
H010,2025-09-11 18:00,2.27
H010,2025-09-11 19:00,1.22
H010,2025-09-11 20:00,1.81
H010,2025-09-11 21:00,0.59
H010,2025-09-11 22:00,1.76
H010,2025-09-11 23:00,1.38
