household_id,timestamp,consumption_kwh
H009,2025-09-11 07:00,2.4
H009,2025-09-11 08:00,1.52
H009,2025-09-11 09:00,1.79
H009,2025-09-11 10:00,1.51
H009,2025-09-11 11:00,0.99
H009,2025-09-11 12:00,1.06
H009,2025-09-11 13:00,1.73
H009,2025-09-11 14:00,1.28
H009,2025-09-11 15:00,1.85
H009,2025-09-11 16:00,1.84
H009,2025-09-11 17:00,2.04
H009,2025-09-11 18:00,1.77
H009,2025-09-11 19:00,1.37
H009,2025-09-11 20:00,2.38
H009,2025-09-11 21:00,1.76
H009,2025-09-11 22:00,0.73
H009,2025-09-11 23:00,2.44
H010,2025-09-11 00:00,2.13
H010,2025-09-11 01:00,1.07
H010,2025-09-11 02:00,2.48
H010,2025-09-11 03:00,1.3
H010,2025-09-11 04:00,1.37
H010,2025-09-11 05:00,0.74
H010,2025-09-11 06:00,1.9
H010,2025-09-11 07:00,1.83
H010,2025-09-11 08:00,1.32
H010,2025-09-11 09:00,0.97
H010,2025-09-11 10:00,1.14
H010,2025-09-11 11:00,2.49
H010,2025-09-11 12:00,1.99
H010,2025-09-11 13:00,1.62
H010,2025-09-11 14:00,1.54
H010,2025-09-11 15:00,
H010,2025-09-11 16:00,1.31
H010,2025-09-11 17:00,2.25
H010,2025-09-11 18:00,0.6
H010,2025-09-11 19:00,1.44
H010,2025-09-11 20:00,0.82
H010,2025-09-11 21:00,2.3
H010,2025-09-11 22:00,0.93
H010,2025-09-11 23:00,0.69
