household_id,timestamp,consumption_kwh
H003,2025-09-11 23:00,0.63
H004,2025-09-11 00:00,1.83
H004,2025-09-11 01:00,1.55
H004,2025-09-11 02:00,2.21
H004,2025-09-11 03:00,2.36
H004,2025-09-11 04:00,1.41
H004,2025-09-11 05:00,0.92
H004,2025-09-11 06:00,1.13
H004,2025-09-11 07:00,0.94
H004,2025-09-11 08:00,1.06
H004,2025-09-11 09:00,1.62
H004,2025-09-11 10:00,2.32
H004,2025-09-11 11:00,0.97
H004,2025-09-11 12:00,2.38
H004,2025-09-11 13:00,0.93
H004,2025-09-11 14:00,2.04
H004,2025-09-11 15:00,1.69
H004,2025-09-11 16:00,1.87
H004,2025-09-11 17:00,1.58
H004,2025-09-11 18:00,1.74
H004,2025-09-11 19:00,0.6
H004,2025-09-11 20:00,2.18
H004,2025-09-11 21:00,2.16
H004,2025-09-11 22:00,1.26
H004,2025-09-11 23:00,0.69
H005,2025-09-11 00:00,1.17
H005,2025-09-11 01:00,1.04
H005,2025-09-11 02:00,1.1
H005,2025-09-11 03:00,2.29
H005,2025-09-11 04:00,0.58
H005,2025-09-11 05:00,0.59
H005,2025-09-11 06:00,1.13
H005,2025-09-11 07:00,1.18
H005,2025-09-11 08:00,1.95
H005,2025-09-11 09:00,2.14
H005,2025-09-11 10:00,1.96
H005,2025-09-11 11:00,0.69
H005,2025-09-11 12:00,1.88
H005,2025-09-11 13:00,1.31
H005,2025-09-11 14:00,0.81
H005,2025-09-11 15:00,2.28
H005,2025-09-11 16:00,0.57
H005,2025-09-11 17:00,1.6
H005,2025-09-11 18:00,1.28
H005,2025-09-11 19:00,1.79
H005,2025-09-11 20:00,1.32
H005,2025-09-11 21:00,0.93
H005,2025-09-11 22:00,
H005,2025-09-11 23:00,0.67
H006,2025-09-11 00:00,1.83
H006,2025-09-11 01:00,
H006,2025-09-11 02:00,1.08
H006,2025-09-11 03:00,1.68
H006,2025-09-11 04:00,0.79
H006,2025-09-11 05:00,1.06
H006,2025-09-11 06:00,2.5
H006,2025-09-11 07:00,
H006,2025-09-11 08:00,1.16
H006,2025-09-11 09:00,1.69
H006,2025-09-11 10:00,0.93
H006,2025-09-11 11:00,2.49
H006,2025-09-11 12:00,1.2
H006,2025-09-11 13:00,1.88
H006,2025-09-11 14:00,1.01
H006,2025-09-11 15:00,0.54
H006,2025-09-11 16:00,1.75
H006,2025-09-11 17:00,1.02
H006,2025-09-11 18:00,1.58
H006,2025-09-11 19:00,1.51
H006,2025-09-11 20:00,1.71
H006,2025-09-11 21:00,1.43
H006,2025-09-11 22:00,2.16
H006,2025-09-11 23:00,1.86
H007,2025-09-11 00:00,2.22
H007,2025-09-11 01:00,1.21
H007,2025-09-11 02:00,
H007,2025-09-11 03:00,2.21
H007,2025-09-11 04:00,1.22
H007,2025-09-11 05:00,1.96
H007,2025-09-11 06:00,1.67
H007,2025-09-11 07:00,1.8
H007,2025-09-11 08:00,1.52
H007,2025-09-11 09:00,1.44
H007,2025-09-11 10:00,0.63
H007,2025-09-11 11:00,1.59
H007,2025-09-11 12:00,1.2
H007,2025-09-11 13:00,2.31
H007,2025-09-11 14:00,0.62
H007,2025-09-11 15:00,0.66
H007,2025-09-11 16:00,1.62
H007,2025-09-11 17:00,1.6
H007,2025-09-11 18:00,1.6
H007,2025-09-11 19:00,1.95
H007,2025-09-11 20:00,1.09
H007,2025-09-11 21:00,0.85
H007,2025-09-11 22:00,2.1
H007,2025-09-11 23:00,1.91
H008,2025-09-11 00:00,
H008,2025-09-11 01:00,0.97
H008,2025-09-11 02:00,0.94
H008,2025-09-11 03:00,0.96
H008,2025-09-11 04:00,2.16
H008,2025-09-11 05:00,
H008,2025-09-11 06:00,0.73
H008,2025-09-11 07:00,2.15
H008,2025-09-11 08:00,1.5
H008,2025-09-11 09:00,0.86
H008,2025-09-11 10:00,1.71
H008,2025-09-11 11:00,1.3
H008,2025-09-11 12:00,1.11
H008,2025-09-11 13:00,1.6
H008,2025-09-11 14:00,2.26
H008,2025-09-11 15:00,1.66
H008,2025-09-11 16:00,1.58
H008,2025-09-11 17:00,1.65
H008,2025-09-11 18:00,2.28
H008,2025-09-11 19:00,0.51
H008,2025-09-11 20:00,2.15
H008,2025-09-11 21:00,2.02
H008,2025-09-11 22:00,1.9
H008,2025-09-11 23:00,1.03
H009,2025-09-11 00:00,2.21
H009,2025-09-11 01:00,0.63
H009,2025-09-11 02:00,2.45
H009,2025-09-11 03:00,2.49
H009,2025-09-11 04:00,
H009,2025-09-11 05:00,2.36
H009,2025-09-11 06:00,0.95
H009,2025-09-11 07:00,1.73
H009,2025-09-11 08:00,2.35
H009,2025-09-11 09:00,2.3
H009,2025-09-11 10:00,1.6
H009,2025-09-11 11:00,0.61
H009,2025-09-11 12:00,
H009,2025-09-11 13:00,1.69
H009,2025-09-11 14:00,2.29
H009,2025-09-11 15:00,
H009,2025-09-11 16:00,0.85
H009,2025-09-11 17:00,1.79
H009,2025-09-11 18:00,1.24
H009,2025-09-11 19:00,1.96
H009,2025-09-11 20:00,1.92
H009,2025-09-11 21:00,1.0
H009,2025-09-11 22:00,0.63
H009,2025-09-11 23:00,1.0
H010,2025-09-11 00:00,2.12
H010,2025-09-11 01:00,1.75
H010,2025-09-11 02:00,1.51
H010,2025-09-11 03:00,2.01
H010,2025-09-11 04:00,1.4
H010,2025-09-11 05:00,1.71
H010,2025-09-11 06:00,1.79
H010,2025-09-11 07:00,0.7
H010,2025-09-11 08:00,2.39
H010,2025-09-11 09:00,1.99
H010,2025-09-11 10:00,2.0
H010,2025-09-11 11:00,2.04
H010,2025-09-11 12:00,1.17
H010,2025-09-11 13:00,0.81
H010,2025-09-11 14:00,0.58
H010,2025-09-11 15:00,1.21
H010,2025-09-11 16:00,1.37
H010,2025-09-11 17:00,2.46
H010,2025-09-11 18:00,1.78
H010,2025-09-11 19:00,0.73
H010,2025-09-11 20:00,2.27
H010,2025-09-11 21:00,1.88
H010,2025-09-11 22:00,1.15
H010,2025-09-11 23:00,1.16
