household_id,timestamp,consumption_kwh
H005,2025-09-10 00:00,0.51
H005,2025-09-10 01:00,1.49
H005,2025-09-10 02:00,1.43
H005,2025-09-10 03:00,1.17
H005,2025-09-10 04:00,1.76
H005,2025-09-10 05:00,2.44
H005,2025-09-10 06:00,1.53
H005,2025-09-10 07:00,2.14
H005,2025-09-10 08:00,2.18
H005,2025-09-10 09:00,1.68
H005,2025-09-10 10:00,1.02
H005,2025-09-10 11:00,2.46
H005,2025-09-10 12:00,1.51
H005,2025-09-10 13:00,0.99
H005,2025-09-10 14:00,0.65
H005,2025-09-10 15:00,1.66
H005,2025-09-10 16:00,1.44
H005,2025-09-10 17:00,1.19
H005,2025-09-10 18:00,1.56
H005,2025-09-10 19:00,1.73
H005,2025-09-10 20:00,1.45
H005,2025-09-10 21:00,1.14
H005,2025-09-10 22:00,1.31
H005,2025-09-10 23:00,1.76
H006,2025-09-10 00:00,2.11
H006,2025-09-10 01:00,2.35
H006,2025-09-10 02:00,1.5
H006,2025-09-10 03:00,
H006,2025-09-10 04:00,0.54
H006,2025-09-10 05:00,1.68
H006,2025-09-10 06:00,1.61
H006,2025-09-10 07:00,2.25
H006,2025-09-10 08:00,1.13
H006,2025-09-10 09:00,1.64
H006,2025-09-10 10:00,1.48
H006,2025-09-10 11:00,1.78
H006,2025-09-10 12:00,2.41
H006,2025-09-10 13:00,1.88
H006,2025-09-10 14:00,2.1
H006,2025-09-10 15:00,1.77
H006,2025-09-10 16:00,1.03
H006,2025-09-10 17:00,1.79
H006,2025-09-10 18:00,1.44
H006,2025-09-10 19:00,1.15
H006,2025-09-10 20:00,0.75
H006,2025-09-10 21:00,1.93
H006,2025-09-10 22:00,1.82
H006,2025-09-10 23:00,1.22
H007,2025-09-10 00:00,
H007,2025-09-10 01:00,2.42
H007,2025-09-10 02:00,1.29
H007,2025-09-10 03:00,1.93
H007,2025-09-10 04:00,1.68
H007,2025-09-10 05:00,0.99
H007,2025-09-10 06:00,
H007,2025-09-10 07:00,1.6
H007,2025-09-10 08:00,2.04
H007,2025-09-10 09:00,1.32
H007,2025-09-10 10:00,0.97
H007,2025-09-10 11:00,1.62
H007,2025-09-10 12:00,2.03
H007,2025-09-10 13:00,1.71
H007,2025-09-10 14:00,0.66
H007,2025-09-10 15:00,2.1
H007,2025-09-10 16:00,
H007,2025-09-10 17:00,0.69
H007,2025-09-10 18:00,0.94
H007,2025-09-10 19:00,2.1
H007,2025-09-10 20:00,0.76
H007,2025-09-10 21:00,1.59
H007,2025-09-10 22:00,1.5
H007,2025-09-10 23:00,1.52
H008,2025-09-10 00:00,
H008,2025-09-10 01:00,1.24
H008,2025-09-10 02:00,0.65
H008,2025-09-10 03:00,1.22
H008,2025-09-10 04:00,0.52
H008,2025-09-10 05:00,1.43
H008,2025-09-10 06:00,1.94
H008,2025-09-10 07:00,2.18
H008,2025-09-10 08:00,0.58
H008,2025-09-10 09:00,1.32
H008,2025-09-10 10:00,2.15
H008,2025-09-10 11:00,1.74
H008,2025-09-10 12:00,1.94
H008,2025-09-10 13:00,1.35
H008,2025-09-10 14:00,1.91
H008,2025-09-10 15:00,1.53
H008,2025-09-10 16:00,1.6
H008,2025-09-10 17:00,1.02
H008,2025-09-10 18:00,1.77
H008,2025-09-10 19:00,1.28
H008,2025-09-10 20:00,2.15
H008,2025-09-10 21:00,0.96
H008,2025-09-10 22:00,2.14
H008,2025-09-10 23:00,0.72
H009,2025-09-10 00:00,2.29
H009,2025-09-10 01:00,1.91
H009,2025-09-10 02:00,2.23
H009,2025-09-10 03:00,0.59
H009,2025-09-10 04:00,2.28
H009,2025-09-10 05:00,2.3
H009,2025-09-10 06:00,2.34
H009,2025-09-10 07:00,1.75
H009,2025-09-10 08:00,0.63
H009,2025-09-10 09:00,1.5
H009,2025-09-10 10:00,
H009,2025-09-10 11:00,1.26
H009,2025-09-10 12:00,1.97
H009,2025-09-10 13:00,2.05
H009,2025-09-10 14:00,2.29
H009,2025-09-10 15:00,
H009,2025-09-10 16:00,
H009,2025-09-10 17:00,0.83
H009,2025-09-10 18:00,1.11
H009,2025-09-10 19:00,2.1
H009,2025-09-10 20:00,1.41
H009,2025-09-10 21:00,1.99
H009,2025-09-10 22:00,0.7
H009,2025-09-10 23:00,1.13
H010,2025-09-10 00:00,1.04
H010,2025-09-10 01:00,2.24
H010,2025-09-10 02:00,1.1
H010,2025-09-10 03:00,1.64
H010,2025-09-10 04:00,0.62
H010,2025-09-10 05:00,0.87
H010,2025-09-10 06:00,1.92
H010,2025-09-10 07:00,1.96
H010,2025-09-10 08:00,2.03
H010,2025-09-10 09:00,1.05
H010,2025-09-10 10:00,0.86
H010,2025-09-10 11:00,1.45
H010,2025-09-10 12:00,1.27
H010,2025-09-10 13:00,1.71
H010,2025-09-10 14:00,1.4
H010,2025-09-10 15:00,1.52
H010,2025-09-10 16:00,2.28
H010,2025-09-10 17:00,
H010,2025-09-10 18:00,1.47
H010,2025-09-10 19:00,2.45
H010,2025-09-10 20:00,1.86
H010,2025-09-10 21:00,0.89
H010,2025-09-10 22:00,2.04
H010,2025-09-10 23:00,2.07
