household_id,timestamp,consumption_kwh
H007,2025-09-10 17:00,0.82
H007,2025-09-10 18:00,1.94
H007,2025-09-10 19:00,1.12
H007,2025-09-10 20:00,2.3
H007,2025-09-10 21:00,1.18
H007,2025-09-10 22:00,0.98
H007,2025-09-10 23:00,1.33
H008,2025-09-10 00:00,1.71
H008,2025-09-10 01:00,0.93
H008,2025-09-10 02:00,2.01
H008,2025-09-10 03:00,0.73
H008,2025-09-10 04:00,1.65
H008,2025-09-10 05:00,1.73
H008,2025-09-10 06:00,1.93
H008,2025-09-10 07:00,1.66
H008,2025-09-10 08:00,1.1
H008,2025-09-10 09:00,0.89
H008,2025-09-10 10:00,0.79
H008,2025-09-10 11:00,1.89
H008,2025-09-10 12:00,1.54
H008,2025-09-10 13:00,1.64
H008,2025-09-10 14:00,1.82
H008,2025-09-10 15:00,1.86
H008,2025-09-10 16:00,1.38
H008,2025-09-10 17:00,0.96
H008,2025-09-10 18:00,0.87
H008,2025-09-10 19:00,2.32
H008,2025-09-10 20:00,1.48
H008,2025-09-10 21:00,1.82
H008,2025-09-10 22:00,1.69
H008,2025-09-10 23:00,0.66
H009,2025-09-10 00:00,1.68
H009,2025-09-10 01:00,0.65
H009,2025-09-10 02:00,1.38
H009,2025-09-10 03:00,2.25
H009,2025-09-10 04:00,1.69
H009,2025-09-10 05:00,1.56
H009,2025-09-10 06:00,1.91
H009,2025-09-10 07:00,1.29
H009,2025-09-10 08:00,2.13
H009,2025-09-10 09:00,2.21
H009,2025-09-10 10:00,1.18
H009,2025-09-10 11:00,0.9
H009,2025-09-10 12:00,1.66
H009,2025-09-10 13:00,
H009,2025-09-10 14:00,1.18
H009,2025-09-10 15:00,1.16
H009,2025-09-10 16:00,2.4
H009,2025-09-10 17:00,
H009,2025-09-10 18:00,1.94
H009,2025-09-10 19:00,1.24
H009,2025-09-10 20:00,1.73
H009,2025-09-10 21:00,0.65
H009,2025-09-10 22:00,0.71
H009,2025-09-10 23:00,0.55
H010,2025-09-10 00:00,1.66
H010,2025-09-10 01:00,1.49
H010,2025-09-10 02:00,1.39
H010,2025-09-10 03:00,1.39
H010,2025-09-10 04:00,1.64
H010,2025-09-10 05:00,1.95
H010,2025-09-10 06:00,1.61
H010,2025-09-10 07:00,
H010,2025-09-10 08:00,0.65
H010,2025-09-10 09:00,2.1
H010,2025-09-10 10:00,2.26
H010,2025-09-10 11:00,0.68
H010,2025-09-10 12:00,2.23
H010,2025-09-10 13:00,1.51
H010,2025-09-10 14:00,2.06
H010,2025-09-10 15:00,2.13
H010,2025-09-10 16:00,0.64
H010,2025-09-10 17:00,2.36
H010,2025-09-10 18:00,1.43
H010,2025-09-10 19:00,1.57
H010,2025-09-10 20:00,0.61
H010,2025-09-10 21:00,
H010,2025-09-10 22:00,2.16
H010,2025-09-10 23:00,2.45
