household_id,timestamp,consumption_kwh
H008,2025-09-11 06:00,1.66
H008,2025-09-11 07:00,2.26
H008,2025-09-11 08:00,1.44
H008,2025-09-11 09:00,1.25
H008,2025-09-11 10:00,0.51
H008,2025-09-11 11:00,0.84
H008,2025-09-11 12:00,1.38
H008,2025-09-11 13:00,1.84
H008,2025-09-11 14:00,1.29
H008,2025-09-11 15:00,1.39
H008,2025-09-11 16:00,
H008,2025-09-11 17:00,2.38
H008,2025-09-11 18:00,1.92
H008,2025-09-11 19:00,1.72
H008,2025-09-11 20:00,0.57
H008,2025-09-11 21:00,1.63
H008,2025-09-11 22:00,2.34
H008,2025-09-11 23:00,2.19
H009,2025-09-11 00:00,1.91
H009,2025-09-11 01:00,1.06
H009,2025-09-11 02:00,1.71
H009,2025-09-11 03:00,0.78
H009,2025-09-11 04:00,0.62
H009,2025-09-11 05:00,0.68
H009,2025-09-11 06:00,2.16
H009,2025-09-11 07:00,2.12
H009,2025-09-11 08:00,1.95
H009,2025-09-11 09:00,1.16
H009,2025-09-11 10:00,1.02
H009,2025-09-11 11:00,2.25
H009,2025-09-11 12:00,0.78
H009,2025-09-11 13:00,0.65
H009,2025-09-11 14:00,1.88
H009,2025-09-11 15:00,
H009,2025-09-11 16:00,2.41
H009,2025-09-11 17:00,1.5
H009,2025-09-11 18:00,1.92
H009,2025-09-11 19:00,2.12
H009,2025-09-11 20:00,0.53
H009,2025-09-11 21:00,1.41
H009,2025-09-11 22:00,
H009,2025-09-11 23:00,1.02
H010,2025-09-11 00:00,1.15
H010,2025-09-11 01:00,0.63
H010,2025-09-11 02:00,0.9
H010,2025-09-11 03:00,2.0
H010,2025-09-11 04:00,2.46
H010,2025-09-11 05:00,2.47
H010,2025-09-11 06:00,1.94
H010,2025-09-11 07:00,1.91
H010,2025-09-11 08:00,1.35
H010,2025-09-11 09:00,2.14
H010,2025-09-11 10:00,1.81
H010,2025-09-11 11:00,
H010,2025-09-11 12:00,1.04
H010,2025-09-11 13:00,2.37
H010,2025-09-11 14:00,
H010,2025-09-11 15:00,0.6
H010,2025-09-11 16:00,0.87
H010,2025-09-11 17:00,2.13
H010,2025-09-11 18:00,
H010,2025-09-11 19:00,1.65
H010,2025-09-11 20:00,1.01
H010,2025-09-11 21:00,0.65
H010,2025-09-11 22:00,0.64
H010,2025-09-11 23:00,1.94
